partyfacts_id,field,link,page
4887,position,Centre-left politics,Centre-left politics
5893,ideology,Christian democracy,Christian democracy
5893,ideology,Christian right,Christian right
5893,ideology,Fijians,Fijians
5893,ideology,nationalism,Nationalism
5893,ideology,National conservatism,National conservatism
5893,ideology,Social conservatism,Social conservatism
5893,position,Right-wing politics,Right-wing politics
4888,ideology,Social democracy,Social democracy
4888,ideology,Third Way,Third Way
4888,position,Centre-left politics,Centre-left politics
5794,ideology,Conservatism,Conservatism
5794,ideology,Decentralisation,Decentralization
5794,ideology,Christian right,Christian right
5794,ideology,nationalism,Nationalism
5794,position,Centre-right,Centre-right politics
5794,position,right-wing,Right-wing politics
4890,ideology,Conservatism,Conservatism
4890,ideology,Fijians,Fijians
4890,ideology,nationalism,Nationalism
4890,position,Centre-right,Centre-right politics
4890,position,right-wing,Right-wing politics
8746,ideology,Multiculturalism,Multiculturalism
7470,ideology,Christian democracy,Christian democracy
7470,ideology,Anti-corruption,Anti-corruption
7470,position,Centre-right politics,Centre-right politics
166,ideology,Communism,Communism
166,position,Far-left politics,Far-left politics
725,ideology,Greater Finland,Greater Finland
725,ideology,Finnish nationalism,Finnish nationalism
725,ideology,ultranationalism,Ultranationalism
725,ideology,Clerical fascism,Clerical fascism
725,ideology,Corporate statism,Corporate statism
725,ideology,Nazism,Nazism
725,position,Far-right politics in Finland,Far-right politics in Finland
1862,ideology,Social liberalism,Social liberalism
1862,ideology,Republicanism,Republicanism
1862,position,Centrism,Centrism
1862,position,centre-left,Centre-left politics
495,ideology,Liberal conservatism,Liberal conservatism
495,ideology,Pro-Europeanism,Pro-Europeanism
495,position,Centre-right politics,Centre-right politics
703,ideology,Christian democracy,Christian democracy
703,ideology,Conservatism,Conservatism
703,ideology,Social conservatism,Social conservatism
703,position,Centre politics,Centrism
703,position,Centre-right politics,Centre-right politics
249,ideology,Conservative liberalism,Conservative liberalism
249,position,Centre-right politics,Centre-right politics
8639,ideology,Economic liberalism,Economic liberalism
8639,ideology,Soft Euroscepticism,Euroscepticism
8639,position,Centre-right politics,Centre-right politics
901,ideology,Agrarianism,Agrarianism
901,ideology,Nordic agrarian parties,Nordic agrarian parties
901,ideology,Liberalism,Liberalism
901,position,Centrism,Centrism
1905,ideology,Liberalism,Liberalism
1905,ideology,Finnish nationalism,Finnish nationalism
856,ideology,Liberalism,Liberalism
856,position,Centre-right politics,Centre-right politics
414,ideology,Anti-communism,Anti-communism
9148,ideology,Pirate Party,Pirate Party
9148,ideology,Freedom of information,Freedom of information
9148,ideology,Information privacy,Information privacy
9148,position,Big tent,Big tent
1229,ideology,Swedish-speaking population of Finland,Swedish-speaking population of Finland
1229,ideology,political parties of minorities,Ethnic party
1229,ideology,Liberalism,Liberalism
1229,position,Centrism,Centrism
1229,position,centre-right,Centre-right politics
3202,ideology,Agrarianism,Agrarianism
3202,ideology,Populism,Populism
3202,position,Syncretic politics,Political syncretism
3684,ideology,Finnish nationalism,Finnish nationalism
3684,ideology,Conservatism,Conservatism
1096,ideology,Socialism,Socialism
1096,ideology,Communism,Communism
1096,ideology,Marxism,Marxism
1096,ideology,Anti-capitalism,Anti-capitalism
1096,position,Left-wing politics,Left-wing politics
1096,position,far-left,Far-left politics
3688,ideology,Liberalism,Liberalism
372,ideology,Nordic agrarianism,Nordic agrarian parties
372,ideology,Populism,Populism
372,position,Centrism,Centrism
7030,ideology,Communism,Communism
7030,ideology,Marxism-Leninism,Marxism–Leninism
7030,position,Far-left politics,Far-left politics
1904,ideology,Socialism,Socialism
1904,position,Left-wing politics,Left-wing politics
1689,ideology,National conservatism,National conservatism
1689,ideology,Right-wing populism,Right-wing populism
1689,ideology,Euroscepticism,Euroscepticism
1689,position,Right-wing politics,Right-wing politics
1689,position,Far-right politics,Far-right politics
1303,ideology,Social democracy,Social democracy
1303,ideology,Pro-Europeanism,Pro-Europeanism
1303,position,Centre-left,Centre-left politics
1164,ideology,Social democracy,Social democracy
1164,ideology,Labourism,Labour movement
1164,ideology,Left-wing populism,Left-wing populism
1164,position,Centre-left,Centre-left politics
1164,position,left-wing,Left-wing politics
5859,ideology,Economic liberalism,Economic liberalism
5859,ideology,National conservatism,National conservatism
5859,position,Right-wing,Right-wing politics
488,ideology,Liberalism,Liberalism
1259,ideology,Direct democracy,Direct democracy
1259,ideology,Economic democracy,Economic democracy
1259,ideology,Anti-racism,Anti-racism
1044,ideology,Democratic socialism,Democratic socialism
1044,ideology,Eco-socialism,Eco-socialism
1044,position,Left-wing,Left-wing politics
479,ideology,Green politics,Green politics
479,position,Centre-left politics,Centre-left politics
3105,ideology,Liberal conservatism,Liberal conservatism
3105,ideology,Christian democracy,Christian democracy
3105,ideology,Liberal Catholicism,Liberal Catholicism
3105,ideology,Social Catholicism,Catholic social teaching
3105,position,Centre-right,Centre-right politics
9132,ideology,Conservative liberalism,Conservative liberalism
9132,ideology,Pro-Europeanism,Pro-Europeanism
9132,position,Centre-right politics,Centre-right politics
9132,position,EURACTIV,Euractiv
9132,position,The Daily Telegraph,The Daily Telegraph
1177,ideology,Liberalism,Liberalism
1177,ideology,Pro-Europeanism,Pro-Europeanism
1177,position,Centrism,Centrism
399,ideology,Christian democracy,Christian democracy
399,position,Centrism,Centrism
288,ideology,Christian democracy,Christian democracy
288,ideology,Centrism,Centrism
288,position,Centre-right,Centre-right politics
3155,ideology,Christian democracy,Christian democracy
3155,position,Centrism,Centrism
1629,ideology,French nationalism,French nationalism
1629,ideology,Conservatism,Conservatism
1629,ideology,Agrarianism,Agrarianism
1629,ideology,Euroscepticism,Euroscepticism
1629,ideology,Conservative liberalism,Conservative liberalism
1629,ideology,Economic liberalism,Economic liberalism
1629,ideology,Pro-Europeanism,Pro-Europeanism
1629,position,Right-wing politics,Right-wing politics
1629,position,Centre-right politics,Centre-right politics
1313,ideology,Agrarianism,Agrarianism
1313,ideology,Alter-globalism,Alter-globalization
1313,ideology,Euroscepticism,Euroscepticism
1313,position,Right-wing politics,Right-wing politics
3207,ideology,French nationalism,French nationalism
3207,ideology,BBC News,BBC News
3207,ideology,National conservatism,National conservatism
3207,ideology,Traditional Gaullism,Gaullism
3207,ideology,Right-wing populism,Right-wing populism
3207,ideology,Hard Euroscepticism,Euroscepticism
3207,ideology,Souverainism,Sovereigntism
3207,position,Right-wing politics,Right-wing politics
3207,position,Far-right politics,Far-right politics
3207,position,Europe 1,Europe 1
3207,position,Le Monde,Le Monde
4364,ideology,Conservative liberalism,Conservative liberalism
4364,ideology,Classical liberalism,Classical liberalism
4364,position,Centre-right politics,Centre-right politics
5746,ideology,Charter of 1814,Charter of 1814
5746,ideology,Classical liberalism,Classical liberalism
5746,ideology,Conservative liberalism,Conservative liberalism
5746,ideology,Orléanism,Orléanist
5746,position,Centre-left politics,Centre-left politics
5746,position,Centre-right politics,Centre-right politics
5650,ideology,Green politics,Green politics
5650,ideology,Alter-globalization,Alter-globalization
5650,ideology,Federalisation of the European Union,Federalisation of the European Union
5650,position,Centre-left politics,Centre-left politics
5650,position,Left-wing politics,Left-wing politics
4626,ideology,Liberal conservatism,Liberal conservatism
4626,ideology,Conservatism,Conservatism
4626,ideology,Economic liberalism,Economic liberalism
4626,ideology,Social conservatism,Social conservatism
4626,ideology,Anti-communism,Anti-communism
4626,ideology,Republicanism in France,Republicanism
4626,position,Centre-right politics,Centre-right politics
4626,position,Right-wing politics,Right-wing politics
4363,ideology,Left-wing populism,Left-wing populism
4363,ideology,Anti-capitalism,Anti-capitalism
4363,ideology,Democratic socialism,Democratic socialism
4363,ideology,Eco-socialism,Eco-socialism
4363,ideology,Progressivism,Progressivism
4363,ideology,Soft Euroscepticism,Euroscepticism
4363,position,Left-wing politics,Left-wing politics
433,ideology,French nationalism,French nationalism
433,ideology,Right-wing populism,Right-wing populism
433,position,Far-right politics,Far-right politics
1273,ideology,Green politics,Green politics
1273,ideology,Degrowth,Degrowth
1273,ideology,:fr:Écologie_intégrale,
1273,ideology,Eco-feminism,Ecofeminism
1273,ideology,Pro-Europeanism,Pro-Europeanism
1273,position,Left-wing politics,Left-wing politics
1273,position,Centre-left,Centre-left politics
1273,position,centre-right,Centre-right politics
7342,ideology,Democratic socialism,Democratic socialism
7342,ideology,Eco-socialism,Eco-socialism
7342,ideology,Federalisation of the European Union,Federalisation of the European Union
7342,position,Centre-left politics,Centre-left politics
7342,position,Left-wing politics,Left-wing politics
9134,ideology,Liberal conservatism,Liberal conservatism
9134,ideology,Pro-Europeanism,Pro-Europeanism
9134,position,Centre-right politics,Centre-right politics
5858,ideology,Democratic socialism,Democratic socialism
5858,ideology,Anti-neoliberalism,Socialism of the 21st century
5858,ideology,Souverainism,Sovereigntism
5858,ideology,Eco-socialism,Eco-socialism
5858,ideology,Left-wing populism,Left-wing populism
5858,position,Left-wing politics,Left-wing politics
5857,ideology,Liberalism,Liberalism
5857,ideology,Liberalism and radicalism in France,Liberalism and radicalism in France
5857,position,Centrism,Centrism
5857,position,Centre-right politics,Centre-right politics
8168,ideology,Liberal conservatism,Liberal conservatism
8168,position,Centre-right politics,Centre-right politics
8168,position,Right-wing politics,Right-wing politics
1108,ideology,Green politics,Green politics
1108,ideology,Alter-globalization,Alter-globalization
1108,position,Centre-left politics,Centre-left politics
1108,position,Left-wing politics,Left-wing politics
1506,ideology,Trotskyism,Trotskyism
1506,position,Far-left politics,Far-left politics
6712,ideology,French nationalism,French nationalism
6712,ideology,Revanchism,Revanchism
6712,ideology,Antisemitism,Antisemitism
6712,ideology,Anti-Germanism,Anti-German sentiment
6712,position,Far-right politics,Far-right politics
5514,ideology,Gaullism,Gaullism
5514,ideology,Dirigisme,Dirigisme
5514,ideology,Social conservatism,Social conservatism
5514,ideology,Conservatism,Conservatism
5514,position,Right-wing politics,Right-wing politics
617,ideology,Communism,Communism
617,ideology,Trotskyism,Trotskyism
617,position,Far-left politics,Far-left politics
496,ideology,Liberalism,Liberalism
496,ideology,Christian democracy,Christian democracy
496,position,Centrism,Centrism
496,position,Centre-right politics,Centre-right politics
3156,ideology,Democratic socialism,Democratic socialism
3156,ideology,Euroscepticism,Euroscepticism
3156,ideology,Social Gaullism,Gaullism
3156,ideology,Souverainism,Sovereigntism
3156,position,Left-wing politics,Left-wing politics
1634,ideology,French nationalism,French nationalism
1634,ideology,National conservatism,National conservatism
1634,ideology,Social conservatism,Social conservatism
1634,ideology,Anti-immigration,Opposition to immigration
1634,ideology,Right-wing populism,Right-wing populism
1634,ideology,Nouvelle Droite,Nouvelle Droite
1634,position,Far-right politics,Far-right politics
364,ideology,National conservatism,National conservatism
364,ideology,Souverainism,Sovereigntism
364,ideology,French nationalism,French nationalism
364,position,Right-wing politics,Right-wing politics
737,ideology,Christian democracy,Christian democracy
737,ideology,Pro-Europeanism,Pro-Europeanism
737,position,Centrism,Centrism
737,position,Centre-right politics,Centre-right politics
1255,ideology,Conservative liberalism,Conservative liberalism
1255,ideology,Pro-Europeanism,Pro-Europeanism
1255,position,Centre-right politics,Centre-right politics
6684,ideology,Anti-capitalism,Anti-capitalism
6684,ideology,Alter-globalisation,Alter-globalization
6684,ideology,Eco-socialism,Eco-socialism
6684,ideology,Euroscepticism,Euroscepticism
6684,ideology,Feminism,Feminism
6684,ideology,Progressivism,Progressivism
6684,ideology,Socialism of the 21st century,Socialism of the 21st century
6684,position,Far-left politics,Far-left politics
7343,ideology,Animal welfare,Animal welfare
7343,ideology,Animal rights,Animal rights
1251,ideology,Communism,Communism
1251,ideology,Scientific socialism,Scientific socialism
1251,ideology,Soft Euroscepticism,Euroscepticism
1251,ideology,Marxism–Leninism,Marxism–Leninism
1251,ideology,Eurocommunism,Eurocommunism
1251,position,Left-wing politics,Left-wing politics
1251,position,Far-left politics,Far-left politics
8359,ideology,Democratic socialism,Democratic socialism
8359,ideology,Left-wing populism,Left-wing populism
8359,ideology,L'Express,L'Express
8359,ideology,Left-wing nationalism,Left-wing nationalism
8359,position,Left-wing politics,Left-wing politics
8359,position,Far-left politics,Far-left politics
8359,position,France 24,France 24
8359,position,Reuters,Reuters
8359,position,CNBC,CNBC
8359,position,Washington Post,The Washington Post
3107,ideology,Christian democracy,Christian democracy
3107,ideology,Conservatism,Conservatism
3107,position,Centrism,Centrism
3107,position,Centre-right politics,Centre-right politics
8921,ideology,Green politics,Green politics
8921,ideology,Green liberalism,Green liberalism
8921,ideology,Pro-Europeanism,Pro-Europeanism
8921,position,Centre-left politics,Centre-left politics
1783,ideology,Social liberalism,Social liberalism
1783,ideology,Classical radicalism,Classical radicalism
1783,position,Centre-left politics,Centre-left politics
14,ideology,Social liberalism,Social liberalism
14,ideology,Classical radicalism,Classical radicalism
14,position,Centrism,Centrism
14,position,Far-left politics,Far-left politics
14,position,Left-wing politics,Left-wing politics
14,position,Centre-left politics,Centre-left politics
14,position,Centre-right politics,Centre-right politics
1473,ideology,Conservatism,Conservatism
1473,ideology,Republicanism,Republicanism
1473,position,Centre-right politics,Centre-right politics
1473,position,Right-wing politics,Right-wing politics
3102,ideology,Democratic socialism,Democratic socialism
3102,ideology,Social democracy,Social democracy
3102,ideology,Progressivism,Progressivism
3102,ideology,Reformist socialism,Reformism
3102,ideology,Anti-clericalism,Anti-clericalism
3102,position,Centre-left politics,Centre-left politics
1478,ideology,Social democracy,Social democracy
1478,ideology,Pro-Europeanism,Pro-Europeanism
1478,position,Centre-left politics,Centre-left politics
1478,position,left-wing politics,Left-wing politics
912,ideology,Democratic socialism,Democratic socialism
912,ideology,Workers' self-management,Workers' self-management
912,position,Left-wing politics,Left-wing politics
8042,ideology,French nationalism,French nationalism
8042,ideology,Conservatism,Conservatism
8042,ideology,Souverainism,Sovereigntism
8042,ideology,Gaullism,Gaullism
8042,ideology,Anti-communism,Anti-communism
8042,position,Right-wing politics,Right-wing politics
509,ideology,Gaullism,Gaullism
509,ideology,Conservatism,Conservatism
509,ideology,Liberal conservatism,Liberal conservatism
509,ideology,Populism,Populism
509,ideology,Paternalistic conservatism,Paternalistic conservatism
509,position,Centre-right politics,Centre-right politics
509,position,Right-wing politics,Right-wing politics
9064,ideology,Traditionalist conservatism,Traditionalist conservatism
9064,ideology,Ultraconservatism,Ultraconservatism
9064,ideology,Le Monde,Le Monde
9064,ideology,Right-wing populism,Right-wing populism
9064,ideology,Euroscepticism,Euroscepticism
9064,position,Far-right politics,Far-right politics
1246,ideology,Liberal conservatism,Liberal conservatism
1246,ideology,Pro-Europeanism,Pro-Europeanism
1246,position,Centre-right politics,Centre-right politics
8221,ideology,Anti-clericalism,Anti-clericalism
8221,ideology,Civic nationalism,Civic nationalism
8221,ideology,Liberalism and radicalism in France,Liberalism and radicalism in France
8221,ideology,Progressivism,Progressivism
8221,ideology,Radicalism (historical),Classical radicalism
8221,ideology,Republicanism in France,Republicanism
8221,position,Centre-left politics,Centre-left politics
4627,ideology,Liberalism and radicalism in France,Liberalism and radicalism in France
4627,ideology,Liberal conservatism,Liberal conservatism
4627,ideology,Republicanism in France,Republicanism
4627,position,Centre-right politics,Centre-right politics
4785,ideology,Socialism,Socialism
4785,ideology,Democratic socialism,Democratic socialism
4785,ideology,Social democracy,Social democracy
4785,position,Left-wing politics,Left-wing politics
5745,ideology,Monarchism,Monarchism
5745,ideology,Reactionary,Reactionary
5745,ideology,Ultramontanism,Ultramontanism
5745,ideology,Conservatism,Conservatism
5745,position,Right-wing politics,Right-wing politics
1580,ideology,Poujadism,Poujadism
1580,ideology,Right-wing populism,Right-wing populism
1580,position,Right-wing politics,Right-wing politics
1580,position,Far-right politics,Far-right politics
2470,ideology,Social liberalism,Social liberalism
2470,ideology,Anti-communism,Anti-communism
2470,ideology,Liberal socialism,Liberal socialism
2470,ideology,Conservatism,Conservatism
2470,position,Centrism,Centrism
2470,position,Centre-left politics,Centre-left politics
3229,ideology,Liberalism,Liberalism
3229,ideology,Liberalism and radicalism in France,Liberalism and radicalism in France
3229,position,Centrism,Centrism
3229,position,Centre-right politics,Centre-right politics
8041,ideology,Gaullism,Gaullism
8041,ideology,Paternalistic conservatism,Paternalistic conservatism
8041,ideology,Conservatism,Conservatism
8041,ideology,Liberal conservatism,Liberal conservatism
8041,ideology,Pro-Europeanism,Pro-Europeanism
8041,position,Centre-right politics,Centre-right politics
8041,position,Right-wing politics,Right-wing politics
2537,ideology,Democratic socialism,Democratic socialism
2537,ideology,Socialism,Socialism
2537,ideology,Anti-Gaullism,Anti-Gaullism
2537,position,Centre-left politics,Centre-left politics
2537,position,Left-wing politics,Left-wing politics
7344,ideology,Souverainism,Sovereigntism
7344,ideology,Hard Euroscepticism,Euroscepticism
7344,ideology,Economic nationalism,Economic nationalism
7344,ideology,Anti-Americanism,Anti-Americanism
7344,ideology,Syncretism,Syncretism
7344,position,Big tent,Big tent
7344,position,Right-wing politics,Right-wing politics
7344,position,far-right politics,Far-right politics
213,ideology,Liberalism,Liberalism
213,ideology,Christian democracy,Christian democracy
213,position,Centre-right politics,Centre-right politics
1595,ideology,Neo-Gaullism,Gaullism
1595,ideology,Liberal conservatism,Liberal conservatism
1595,ideology,Christian democracy,Christian democracy
1595,position,Centre-right politics,Centre-right politics
1595,position,right-wing,Right-wing politics
3159,ideology,Liberal conservatism,Liberal conservatism
3159,ideology,Conservative liberalism,Conservative liberalism
3159,ideology,Conservatism in France,Conservatism in France
3159,ideology,Liberalism,Liberalism
3159,ideology,Laïcité,Secularism in France
3159,ideology,Laissez-faire,Laissez-faire
3159,position,Centre-right politics,Centre-right politics
6638,ideology,Democratic socialism,Democratic socialism
6638,ideology,Neosocialism,Neosocialism
6638,ideology,Reformism,Reformism
6638,ideology,Social democracy,Social democracy
6638,position,Centre-left politics,Centre-left politics
5556,ideology,Democratic socialism,Democratic socialism
5556,ideology,Social democracy,Social democracy
5556,ideology,Autonomism (political doctrine),Autonomism (political doctrine)
5556,position,Centre-left politics,Centre-left politics
5383,position,Right-wing,Right-wing politics
5383,ideology,Conservatism,Conservatism
5383,ideology,Authoritarianism,Authoritarianism
5383,ideology,Populism,Populism
5200,ideology,Conservatism,Conservatism
5200,ideology,Economic liberalism,Economic liberalism
5200,ideology,Pan-Africanism,Pan-Africanism
5200,ideology,Authoritarianism,Authoritarianism
5200,ideology,Francophile,Francophile
5200,ideology,Planned liberalism,Planned liberalism
5200,ideology,Statism,Statism
5200,position,Centre-right politics,Centre-right politics
7550,ideology,Liberalism,Liberalism
7554,ideology,Social conservatism,Social conservatism
5290,ideology,Social democracy,Social democracy
5290,ideology,Democratic socialism,Democratic socialism
5290,position,Centre-left politics,Centre-left politics
7553,ideology,Social democracy,Social democracy
7553,position,Centre-left politics,Centre-left politics
5591,ideology,Social democracy,Social democracy
5591,position,Centre-left politics,Centre-left politics
6065,ideology,Socialism,Socialism
6065,position,Left-wing politics,Left-wing politics
3716,position,Right-wing,Right-wing politics
3716,ideology,Conservatism,Conservatism
3716,ideology,Authoritarianism,Authoritarianism
3716,ideology,Populism,Populism
5954,ideology,Social democracy,Social democracy
5954,ideology,Third Way,Third Way
5954,position,Centrism,Centrism
5954,position,centre-left,Centre-left politics
5082,position,Centre-left politics,Centre-left politics
3717,ideology,Populism,Populism
3717,ideology,Conservatism,Conservatism
3717,position,Centre-right politics,Centre-right politics
3718,ideology,Socialism,Socialism
3718,position,Left-wing politics,Left-wing politics
5084,ideology,Liberalism,Liberalism
5084,ideology,Agrarianism,Agrarianism
5084,ideology,Third Way,Third Way
5084,ideology,Economic liberalism,Economic liberalism
5084,position,Centrism,Centrism
5084,position,centre-left,Centre-left politics
3715,ideology,Social liberalism,Social liberalism
3715,ideology,Constitutionalism,Constitutionalism
3715,ideology,Social democracy,Social democracy
3715,position,Centre-left politics,Centre-left politics
2162,ideology,Conservatism,Conservatism
2162,ideology,Economic liberalism,Economic liberalism
2162,ideology,Pro-Europeanism,Pro-Europeanism
2162,position,Centre-right politics,Centre-right politics
9114,ideology,Libertarianism,Libertarianism
9114,position,Right-wing politics,Right-wing politics
2146,position,Centrism,Centrism
2168,ideology,Regionalism (politics),Regionalism (politics)
7091,ideology,Moderate conservatism,Moderate conservatism
7091,ideology,Neutral country,Neutral country
7091,position,Centre-right politics,Centre-right politics
2172,ideology,Liberal conservatism,Liberal conservatism
2172,ideology,Civic nationalism,Civic nationalism
2172,ideology,Atlanticism,Atlanticism
2172,ideology,Pro-Europeanism,Pro-Europeanism
2172,position,Centrism,Centrism
2172,position,Centre-right politics,Centre-right politics
2172,position,Europe Elects,Europe Elects
9115,ideology,Liberalism,Liberalism
9115,ideology,Pro-Europeanism,Pro-Europeanism
9115,position,Centre-right politics,Centre-right politics
6954,ideology,Left-wing nationalism,Left-wing nationalism
6954,ideology,Democratic socialism,Democratic socialism
6954,ideology,Federalism,Federalism
6954,position,Left-wing,Left-wing politics
2158,ideology,Federalism,Federalism
2158,ideology,Georgian nationalism,Georgian nationalism
2988,ideology,Populism,Populism
2988,ideology,Conservatism,Conservatism
2988,ideology,Europe Elects,Europe Elects
2988,ideology,Social market economy,Social market economy
2988,ideology,List of newspapers in Belgium,List of newspapers in Belgium
2988,ideology,Euroscepticism,Euroscepticism
2988,position,Syncretic politics,Political syncretism
2988,position,Centre-left,Centre-left politics
2988,position,Right-wing,Right-wing politics
2349,ideology,Christian democracy,Christian democracy
2349,ideology,Social conservatism,Social conservatism
2349,position,Center-right,Centre-right politics
9116,ideology,Liberalism,Liberalism
9116,ideology,Europe Elects,Europe Elects
9116,ideology,Pro-Europeanism,Pro-Europeanism
9116,position,Centrism,Centrism
9116,position,Left-wing politics,Left-wing politics
7090,ideology,Economic liberalism,Economic liberalism
7090,ideology,Protectionism,Protectionism
7090,position,Centre-right,Centre-right politics
2159,ideology,Economic nationalism,Economic nationalism
2159,ideology,Protectionism,Protectionism
2159,ideology,Euroscepticism,Euroscepticism
2159,ideology,Industrialization,Industrialisation
2159,ideology,Isolationism,Isolationism
2159,position,Center-right,Centre-right politics
4551,ideology,Georgian nationalism,Georgian nationalism
4551,ideology,National conservatism,National conservatism
4551,ideology,Christian nationalism,Christian nationalism
4551,ideology,Christian democracy,Christian democracy
4551,ideology,Pan-Caucasianism,Pan-Caucasianism
4551,ideology,Social market economy,Social market economy
4551,ideology,State capitalism,State capitalism
4551,ideology,Constitutional monarchism,Constitutional monarchy
4551,ideology,Euroscepticism,Euroscepticism
4551,position,Centre-right,Centre-right politics
4551,position,right-wing,Right-wing politics
2161,ideology,Christian democracy,Christian democracy
2161,ideology,Pro-Europeanism,Pro-Europeanism
2161,ideology,Theocracy,Theocracy
2161,ideology,Monarchism in Georgia,Monarchism in Georgia
2161,ideology,Georgian nationalism,Georgian nationalism
2154,ideology,Georgian nationalism,Georgian nationalism
7088,ideology,Communism,Communism
7088,ideology,Marxism–Leninism,Marxism–Leninism
7088,ideology,Soviet patriotism,Soviet patriotism
7088,position,Far-left politics,Far-left politics
4540,ideology,Communism,Communism
4540,ideology,Marxism–Leninism,Marxism–Leninism
4540,position,Far-left,Far-left politics
2153,ideology,Social democracy,Social democracy
2153,ideology,Left-wing populism,Left-wing populism
2153,ideology,Pro-Europeanism,Pro-Europeanism
2153,ideology,Europe Elects,Europe Elects
2153,ideology,Neutral country,Neutral country
2153,position,Centre-left politics,Centre-left politics
2148,ideology,Big tent,Big tent
2148,ideology,Ashgate Publishing,Ashgate Publishing
2148,ideology,Atlanticism,Atlanticism
2148,ideology,Radio Free Europe/Radio Liberty,Radio Free Europe/Radio Liberty
2148,ideology,Liberalism,Liberalism
2148,ideology,Conservatism,Conservatism
2157,ideology,Green politics,Green politics
2157,ideology,Green conservatism,Green conservatism
2157,position,Centrism,Centrism
6114,ideology,National conservatism,National conservatism
6114,ideology,Europe Elects,Europe Elects
6114,ideology,Right-wing populism,Right-wing populism
6114,ideology,Eurasianet,Eurasianet
6114,ideology,Neutral country,Neutral country
6114,ideology,Euroscepticism,Euroscepticism
6114,ideology,Conservative Movement (Georgia),Conservative Movement (Georgia)
6114,position,Right-wing politics,Right-wing politics
6114,position,Far-right politics,Far-right politics
4554,ideology,Liberalism,Liberalism
4554,ideology,Europe Elects,Europe Elects
4554,ideology,Pro-Europeanism,Pro-Europeanism
4554,position,Centre-right politics,Centre-right politics
6953,ideology,Democratic socialism,Democratic socialism
6953,ideology,Left-wing nationalism,Left-wing nationalism
6953,ideology,Marxism,Marxism
6953,ideology,Menshevism,Mensheviks
6953,ideology,Social democracy,Social democracy
6953,position,Left-wing,Left-wing politics
9117,ideology,Liberalism,Liberalism
9117,ideology,Europe Elects,Europe Elects
9117,ideology,Pro-Europeanism,Pro-Europeanism
9117,position,Centrism,Centrism
5885,ideology,Liberalism,Liberalism
5885,ideology,Pro-Europeanism,Pro-Europeanism
5885,position,Centrism,Centrism
5885,position,Centre-left politics,Centre-left politics
7089,position,Centre-right politics,Centre-right politics
7089,ideology,Social conservatism,Social conservatism
7089,ideology,Republicanism,Republicanism
389,position,Centrism,Centrism
389,position,Centre-right politics,Centre-right politics
389,ideology,Liberalism,Liberalism
1446,ideology,Peaceful Revolution,Peaceful Revolution
1446,ideology,Christian democracy,Christian democracy
1446,ideology,German reunification,German reunification
1446,ideology,Christian socialism,Christian socialism
1446,ideology,Bloc party,Bloc party
689,ideology,Agrarianism,Agrarianism
689,ideology,Agrarian socialism,Agrarian socialism
8607,ideology,Christian democracy,Christian democracy
8607,ideology,German reunification,German reunification
8607,ideology,Anti-communism,Anti-communism
8607,position,Centre-right politics,Centre-right politics
1158,position,Centrism,Centrism
1158,ideology,Liberalism in Germany,Liberalism in Germany
1645,ideology,National conservatism,National conservatism
1645,ideology,Christian democracy,Christian democracy
1645,ideology,Social conservatism,Social conservatism
1645,ideology,Right-wing populism,Right-wing populism
1645,ideology,Anti-communism,Anti-communism
1645,position,Right-wing politics,Right-wing politics
1645,position,Centre-right politics,Centre-right politics
1645,position,Palgrave Macmillan,Palgrave Macmillan
1645,position,Routledge,Routledge
1791,ideology,Green politics,Green politics
1791,position,Centre-left politics,Centre-left politics
792,ideology,Liberalism,Liberalism
792,ideology,Economic liberalism,Economic liberalism
792,ideology,Modern liberalism,Modern liberalism
792,ideology,Liberal democracy,Liberal democracy
792,ideology,Liberal socialism,Liberal socialism
792,ideology,Humanism,Humanism
792,ideology,Socialism,Socialism
1334,ideology,National liberalism,National liberalism
1334,ideology,Frankfurter Allgemeine Zeitung,Frankfurter Allgemeine Zeitung
1334,ideology,Liberalism,Liberalism
1334,ideology,Centrism,Centrism
1334,ideology,Conservatism,Conservatism
1334,ideology,Mitteldeutscher Rundfunk,Mitteldeutscher Rundfunk
1334,ideology,Socialism,Socialism
1334,ideology,National conservatism,National conservatism
1054,ideology,Socialism,Socialism
1054,ideology,Left-wing populism,Left-wing populism
1054,position,Left-wing politics,Left-wing politics
1548,ideology,Social democracy,Social democracy
1548,position,Centre-left politics,Centre-left politics
4658,ideology,Communism,Communism
4658,ideology,Marxism–Leninism,Marxism–Leninism
4658,ideology,Stalinism,Stalinism
4658,ideology,Socialist_patriotism,Socialist patriotism
4658,position,Far-left politics,Far-left politics
1976,ideology,Right-wing populism,Right-wing populism
1976,ideology,National conservatism,National conservatism
1976,ideology,Euroscepticism,Euroscepticism
1976,position,Far-right politics in Germany (1945–present),Far-right politics in Germany (1945–present)
8993,ideology,Protests over COVID-19 policies in Germany,COVID-19 protests in Germany
8993,ideology,Anti-vaccination,Anti-vaccine activism
8993,position,Right-wing politics,Right-wing politics
2068,ideology,Classical liberalism,Classical liberalism
2068,ideology,Agrarianism,Agrarianism
2068,position,Centre-right,Centre-right politics
1825,ideology,Political Catholicism,Catholic Church and politics
1825,ideology,Bavaria,Bavaria
1825,ideology,regionalism (politics),Regionalism (politics)
1825,ideology,Christian democracy,Christian democracy
1825,ideology,Conservatism,Conservatism
1825,ideology,Conservatism in Germany,Conservatism in Germany
