country,partyfacts_id,technical,name_short,name,name_english,name_other,year_first,year_last,share,share_year,new,wikipedia,description,comment,created,modified
CYP,7412,,EK/DEK,Democratic National Party,Democratic National Party,,1968,1977,6.6,1970,,https://en.wikipedia.org/wiki/Democratic_National_Party_(Cyprus),,,2019-08-23 20:00:45.684488+00:00,2019-08-23 20:03:07.142370+00:00
CYP,6199,,DP,Demokrat Parti,Democratic Party,,1992,,29.2,1993,,https://en.wikipedia.org/wiki/Democratic_Party_(Northern_Cyprus),,,2018-09-12 21:26:27.277666+00:00,2018-09-12 21:26:27.277730+00:00
CYP,9074,,DiPa,Dimokratiki Parataxi,Democratic Alignment,,2018,,6.1,2021,,https://en.wikipedia.org/wiki/Democratic_Alignment_(Cyprus),,,2023-01-27 13:07:36.848465+00:00,2023-01-27 13:07:36.848485+00:00
CYP,635,,DIKO,Dimokratikó Kómma,Democratic Party,,1976,,27.6,1985,,https://en.wikipedia.org/wiki/Democratic_Party_%28Cyprus%29,,,2012-12-29 10:54:25.883000+00:00,2018-07-07 20:02:41.512303+00:00
CYP,563,,DISY,Dimokratikós Sinayermós,Democratic Rally,,1976,,35.8,1991,,https://en.wikipedia.org/wiki/Dimokratikos_Synagermos,,,2012-12-29 10:54:11.604000+00:00,2018-07-07 20:02:41.830853+00:00
CYP,4894,,EP,Eniaion Party,United Party,Greek: Ενιαίον Κόμμα,1969,1976,24.9,1970,False,https://en.wikipedia.org/wiki/Eniaion,,,2016-07-11 14:48:04.207859+00:00,2016-07-11 14:49:14.443879+00:00
CYP,321,,ED,Enomeni Dimokrates,United Democrats,,1993,2006,3.7,1996,,https://en.wikipedia.org/wiki/United_Democrats,,,2012-12-29 10:53:25.533000+00:00,2018-07-07 20:02:44.828714+00:00
CYP,834,,EK,Enosi Kentrou,Union Center,,1981,1981,2.7,1981,,,,,2012-12-29 10:55:04.819000+00:00,2015-11-07 20:59:25.520217+00:00
CYP,1013,,ELAM,Ethniko Laiko Metopo,National Popular Front,,2008,,1.1,2011,,https://en.wikipedia.org/wiki/ELAM_%28Cyprus%29,,,2012-12-29 10:55:41.701000+00:00,2018-07-07 20:02:43.329006+00:00
CYP,697,,EvroDi / GTE,Evropaiki Dimokratia / Gia tin Evropi,European Democracy / For Europe,,2004,2005,10.8,2004,,https://en.wikipedia.org/wiki/For_Europe_%28Cyprus%29,,,2012-12-29 10:54:38.083000+00:00,2020-03-07 12:12:14.411354+00:00
CYP,1817,,EK,Evropaiko Komma,European Party,,2005,2016,5.8,2006,,https://en.wikipedia.org/wiki/European_Party_(Cyprus),,,2012-12-29 10:58:28.376000+00:00,2021-03-13 14:00:50.546902+00:00
CYP,8990,,Anex,Independents Movement,Independents Movement,,2019,,2.8,2021,,https://en.wikipedia.org/wiki/Independents_Movement_(Cyprus),,,2022-04-30 11:25:20.563837+00:00,2022-04-30 11:25:20.563857+00:00
CYP,1066,,KEP,K.E.P,Free Citizens Movement,,2006,2006,1.2,2006,,,,,2012-12-29 10:55:52.182000+00:00,2015-11-07 20:59:25.244700+00:00
CYP,4883,,KINHMA,Kinima Allileggiis,Solidarity Movement,,2016,,5.2,2016,False,https://en.wikipedia.org/wiki/Solidarity_Movement_(Cyprus),,,2016-07-06 16:37:49.318340+00:00,2019-02-08 18:11:03.303831+00:00
CYP,4884,,KGTZTK,Kinima gia ta zoa tis Kiprou,Animal Party Cyprus,,2016,,1.2,2016,,,,,2016-07-06 16:38:47.980376+00:00,2016-07-06 16:38:47.980404+00:00
CYP,858,,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,,1996,,2.2,2011,,https://en.wikipedia.org/wiki/Ecological_and_Environmental_Movement,,,2012-12-29 10:55:09.649000+00:00,2018-07-07 20:02:41.986092+00:00
CYP,1028,,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,,1969,,11.1,1985,,https://en.wikipedia.org/wiki/Movement_for_Social_Democracy,,,2012-12-29 10:55:44.644000+00:00,2018-07-07 20:02:43.052689+00:00
CYP,8396,,KTP,Kıbrıs Türktür Partisi,Cyprus is Turkish Party,,1955,,,,,https://tr.wikipedia.org/wiki/Kıbrıs_Türktür_Partisi,Chairman of the Provisional Turkish Administration of Cyprus 1967-1970,,2020-06-21 15:08:57.118965+00:00,2020-06-21 15:08:57.119030+00:00
CYP,3116,,ME,Minima Elpidas,Message of Hope,,2014,,3.8,2014,,,,,2014-09-10 13:48:35.401281+00:00,2018-11-10 23:51:39.613633+00:00
CYP,6108,,UBP,National Unity Party,Ulusal Birlik Partisi,,1975,,44.0,2009,,https://en.wikipedia.org/wiki/National_Unity_Party_(Northern_Cyprus),,,2018-08-01 19:42:48.406590+00:00,2018-08-01 19:42:48.406618+00:00
CYP,1379,,NEDEPA,Nea Demokratiki Parataxi,New Democratic Front,,1981,1981,1.9,1981,,,,,2012-12-29 10:56:55.781000+00:00,2015-11-07 20:59:25.391889+00:00
CYP,1191,,NO,Neoi Orizontes,New Horizons,,1996,2005,3.0,2001,,https://en.wikipedia.org/wiki/New_Horizons_%28Cyprus%29,,,2012-12-29 10:56:17.653000+00:00,2020-03-07 12:09:32.925292+00:00
CYP,6107,,YDP,New Dawn Party,Yeni Doğuş Partisi,,1985,1993,8.0,1986,,https://en.wikipedia.org/wiki/New_Dawn_Party,,,2018-08-01 19:41:45.255289+00:00,2018-08-01 19:41:45.255320+00:00
CYP,6197,,ÖRP,Özgürlük ve Reform Partisi,Freedom and Reform Party,,2010,2013,6.2,2009,,https://en.wikipedia.org/wiki/Freedom_and_Reform_Party,,,2018-09-12 20:41:04.088140+00:00,2018-11-11 09:55:58.640696+00:00
CYP,1510,,PAME,Pankyprio Agonistiko Metopo,Pancypriot Militant Front,,1981,1981,2.8,1981,,,,,2012-12-29 10:57:23.425000+00:00,2015-11-07 20:59:25.463285+00:00
CYP,4893,,PF,Patriotic Front,Patriotic Front,Greek: Πατριωτικό Μέτωπο,1959,1970,85.7,1960,,https://en.wikipedia.org/wiki/Patriotic_Front_%28Cyprus%29,,30 of 35 seats in 1960,2016-07-11 14:43:24.442947+00:00,2018-07-16 19:53:09.996659+00:00
CYP,8998,,PL,Pní Laoú,People's Breath,,2016,2021,1.3,2021,True,https://en.wikipedia.org/wiki/2021_Cypriot_legislative_election,,,2022-05-21 10:06:25.464530+00:00,2022-05-21 10:06:25.464550+00:00
CYP,7411,,PF,Progressive Front,Progressive Front,,1970,1976,11.6,1970,,https://en.wikipedia.org/wiki/Progressive_Front,,,2019-08-23 19:45:00.580377+00:00,2019-08-23 19:45:00.580437+00:00
CYP,3117,,SYM,Symmaxia,Citizen's Alliance,,2014,,6.3,2016,,,,,2014-09-10 13:50:08.799275+00:00,2017-06-18 06:52:03.342879+00:00
CYP,6198,,TDP,"Toplumcu Demokrasi Partisi,",Communal Democracy Party,,2007,,7.4,2013,,https://en.wikipedia.org/wiki/Communal_Democracy_Party,,,2018-09-12 21:22:37.178783+00:00,2018-09-12 21:22:37.178886+00:00
CYP,6201,,TKP,Toplumcu Kurtulus Partisi,Communal Liberation Party,,1976,2007,15.4,1998,,https://en.wikipedia.org/wiki/Communal_Liberation_Party,,,2018-09-12 21:42:07.769988+00:00,2018-09-12 21:42:07.770041+00:00
CYP,3920,15,ally,alliance,alliance,,1750,,,,,,,,2015-09-09 13:49:34.002874+00:00,2022-12-16 10:56:19.751469+00:00
CYP,3014,12,tech,technical,technical,,1750,,,,,,,,2014-09-05 07:46:40.880685+00:00,2022-12-16 10:56:19.742535+00:00
CYP,2654,11,1-perc,1 percent,1 percent,,1750,,,,,,,,2014-07-07 14:01:44.678163+00:00,2022-12-16 10:56:19.728177+00:00
CYP,6200,10,unknown,unknown,unknown,,1750,,,,,,,,2018-09-12 21:29:28.588338+00:00,2022-12-16 10:56:19.716051+00:00
CYP,2652,8,indep,independent,independent,,1750,,,,,,,,2014-07-07 14:01:44.628655+00:00,2022-12-16 10:56:19.708644+00:00
CYP,1837,7,etc,other,other,,1750,,,,,,,,2013-08-27 13:53:36.803896+00:00,2022-12-16 10:56:19.700441+00:00
CZE,2141,,ANO,Akce nespokojených občanů,Action of Dissatisfied Citizens,,2011,,18.6,2013,,https://en.wikipedia.org/wiki/Action_of_Dissatisfied_Citizens,,,2014-05-16 13:56:32.754502+00:00,2018-07-07 20:02:45.437022+00:00
CZE,5610,,BdL,Bund der Landwirte,Farmers' League,Czech: Německý svaz zemědělců,1919,1938,8.0,1925,,https://en.wikipedia.org/wiki/Farmers%27_League,,,2017-06-10 11:50:40.167311+00:00,2017-06-10 11:50:40.167339+00:00
CZE,2047,,Pi,Ceska piratska strana,Czech Pirate Party,,2009,,10.8,2017,,https://en.wikipedia.org/wiki/Czech_Pirate_Party,,,2014-02-23 22:00:44.658994+00:00,2021-02-06 14:50:38.327712+00:00
CZE,5244,,CSNS,Česká strana národně sociální,Czechoslovak National Social Party (1897),,1897,1990,10.4,1929,,https://en.wikipedia.org/wiki/Czech_National_Social_Party,,,2016-09-16 15:36:19.564108+00:00,2019-04-12 09:57:48.005152+00:00
CZE,177,,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,,1990,,32.3,2006,,https://en.wikipedia.org/wiki/Czech_Social_Democratic_Party,,,2012-12-29 10:52:58.897000+00:00,2019-03-13 12:57:19.337735+00:00
CZE,5777,,CND,Československá národní demokracie,Czechoslovak National Democracy,,1919,1934,6.3,1920,False,https://en.wikipedia.org/wiki/Czechoslovak_National_Democracy,,,2017-08-13 17:40:00.665939+00:00,2017-08-13 17:40:00.665989+00:00
CZE,5236,,CSSD,Československá sociálně demokratická strana dělnická,Czechoslovak Social Democratic Workers Party,,1918,1948,25.7,1920,False,https://en.wikipedia.org/wiki/Czech_Social_Democratic_Party,,,2016-09-12 06:08:25.960450+00:00,2016-09-12 06:21:25.865568+00:00
CZE,5549,,CSL,Československá strana lidová,Czechoslovak People's Party,,1919,1992,11.7,1919,,https://en.wikipedia.org/wiki/Christian_and_Democratic_Union_%E2%80%93_Czechoslovak_People's_Party,,,2017-03-02 18:04:53.941752+00:00,2018-07-08 13:05:53.501229+00:00
CZE,5611,,CZOS,Československá živnostensko-obchodnická strana středostavovská,Czechoslovak Traders' Party,,1920,1938,5.4,1935,,https://en.wikipedia.org/wiki/Czechoslovak_Traders%27_Party,,,2017-06-10 11:52:27.253907+00:00,2017-06-10 11:52:27.253935+00:00
CZE,6202,,FC,Čtyřkoalice,Four-Coalition,,1998,2002,14.3,2002,,https://en.wikipedia.org/wiki/Four-Coalition,"Consists of KDU/CSL (676), USDEU (104), DEU (1171), ODS (1008)",,2018-09-12 22:16:46.953061+00:00,2018-09-12 22:16:46.953120+00:00
CZE,805,,DSSS,Dělnická strana sociální spravedlnosti,Workers' Party of Social Justice,,2009,,1.1,2010,,https://cs.wikipedia.org/wiki/D%C4%9Blnick%C3%A1_strana_soci%C3%A1ln%C3%AD_spravedlnosti,,,2012-12-29 10:54:59.171000+00:00,2018-07-07 20:02:57.209597+00:00
CZE,6797,,DS,Demokratická strana,Democratic Party,,1944,1948,14.1,1946,,https://en.wikipedia.org/wiki/Democratic_Party_(Slovakia),later established as Democratic Party in Slovakia (1989 - 2006),,2019-03-13 12:53:15.361916+00:00,2021-03-09 13:32:09.136600+00:00
CZE,1171,,DEU,Demokratická unie,Democratic Union,,1996,2001,2.8,1996,,https://en.wikipedia.org/wiki/Democratic_Union_(Czech_republic),,,2012-12-29 10:56:13.654000+00:00,2021-02-06 17:13:00.891809+00:00
CZE,6292,,DCVP,Deutsche Christlich-Soziale Volkspartei,German Christian Social People's Party,Czech: Německá křesťansko sociální strana lidová,1919,1938,4.7,1929,,https://en.wikipedia.org/wiki/German_Christian_Social_People%27s_Party,,,2018-10-31 16:56:58.094176+00:00,2018-10-31 16:56:58.094241+00:00
CZE,6294,,DSAP,Deutsche sozialdemokratische Arbeiterpartei in der Tschechoslowakischen Republik,German Social Democratic Workers' Party in the Czechoslovak Republic,Czech: Německá sociálně demokratická strana dělnická v Československé republice,1919,1939,11.1,1920,,https://en.wikipedia.org/wiki/German_Social_Democratic_Workers%27_Party_in_the_Czechoslovak_Republic,,,2018-10-31 17:18:16.466149+00:00,2018-10-31 17:18:16.466211+00:00
CZE,670,,DZJ,Důchodci za životní jistoty,Pensioners for a Secure Living,,1992,2006,3.8,1992,,https://en.wikipedia.org/wiki/Pensioners_for_Life_Security,,,2012-12-29 10:54:32.727000+00:00,2018-10-09 11:00:38.314178+00:00
CZE,165,,EDS,Evropská demokratická strana,European Democratic Party,,2008,2010,2.9,2009,,https://en.wikipedia.org/wiki/European_Democratic_Party_(Czech_Republic),2.9% in 2009 EP election,,2012-12-29 10:52:56.691000+00:00,2018-10-09 10:54:09.502707+00:00
CZE,7337,,H,Hlas,Voice,,2019,2019,2.4,2019,True,https://en.wikipedia.org/wiki/Voice_(Czech_political_party),,,2019-07-30 12:12:41.644959+00:00,2019-07-30 12:12:41.645034+00:00
CZE,6293,,HSLS,Hlinkova slovenská ľudová strana,Hlinka's Slovak People's Party,,1913,1945,34.3,1925,,https://en.wikipedia.org/wiki/Slovak_People%27s_Party#Election_results,,,2018-10-31 17:06:45.319757+00:00,2019-09-03 13:55:48.756425+00:00
CZE,952,,HSD/SMS,Hnutí za samosprávnou demokracii / Společnost pro Moravu a Slezsko,Movement for Self-Governing Democracy / Society for Moravia and Silesia,,1990,1996,10.0,1990,,https://en.wikipedia.org/wiki/Movement_for_Autonomous_Democracy%E2%80%93Party_for_Moravia_and_Silesia,,,2012-12-29 10:55:28.629000+00:00,2019-01-29 23:47:09.664863+00:00
CZE,2143,,HSS,Hnutí za sociální spravedlnost,Movement for Social Justice,,1992,1992,1.1,1992,,,,,2014-05-16 13:59:10.856845+00:00,2021-02-06 17:05:12.580774+00:00
CZE,5245,,UDPS/MNSDP,Hungarian-German Social Democratic Party,Ungarisch-Deutsche Partei der Sozialdemokraten / Magyar és Német Szociál-Demokrata Párt,,1919,1927,11.0,1919,,https://en.wikipedia.org/wiki/Hungarian-German_Social_Democratic_Party,,,2016-09-16 15:38:21.169522+00:00,2018-10-31 17:24:06.988367+00:00
CZE,2142,,KAN,Klub angazovaných nestraníku,Club of committed Non-Party Members,,1990,,2.7,1992,,https://en.wikipedia.org/wiki/Club_of_Committed_Non-Party_Members,,,2014-05-16 13:58:22.604392+00:00,2018-07-07 20:02:48.069357+00:00
CZE,1728,,KSCM,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,,1990,,18.5,2002,,https://en.wikipedia.org/wiki/Komunistick%C3%A1_strana_Cech_a_Moravy,,,2012-12-29 10:58:09.676000+00:00,2018-07-07 20:02:48.314299+00:00
CZE,1041,,KSC,Komunistická strana Československa,Communist Party of Czechoslovakia,,1921,1990,13.2,1925,False,https://en.wikipedia.org/wiki/Communist_Party_of_Czechoslovakia,,,2012-12-29 10:55:47.104000+00:00,2018-07-07 20:02:48.450437+00:00
CZE,6798,,KSS,Komunistická strana Slovenska,Communist Party of Slovakia,,1939,1990,6.9,1946,,https://en.wikipedia.org/wiki/Communist_Party_of_Slovakia_(1939),,,2019-03-13 12:59:32.264684+00:00,2021-03-09 13:32:09.124583+00:00
CZE,676,,KDU/CSL,Křesťanská a demokratická unie / Československá strana lidová,Christian Democratic Union / People's Party,,1992,,14.3,2002,,https://en.wikipedia.org/wiki/Christian_Democratic_Union_-_Czechoslovak_People%27s_Party,,,2012-12-29 10:54:33.933000+00:00,2018-07-07 20:02:46.453924+00:00
CZE,824,,KDS,Krestanskodemokraticka strana,Christian Democratic Party,,1990,1992,29.7,1992,,https://en.wikipedia.org/wiki/Christian_Democratic_Party_%28Czech_Republic%29,,,2012-12-29 10:55:02.806000+00:00,2018-07-07 20:02:45.907497+00:00
CZE,2138,,LB,Levý Blok,Left Bloc,,1993,1997,1.4,1996,,https://cs.wikipedia.org/wiki/Lev%C3%BD_blok_%28politick%C3%A1_strana%29,,,2014-05-16 09:36:47.366350+00:00,2018-07-07 20:02:53.379711+00:00
CZE,936,,LSU,Liberálně sociální unie,Liberal Social Union,,1992,1992,6.5,1992,,https://cs.wikipedia.org/wiki/Liber%C3%A1ln%C4%9B_soci%C3%A1ln%C3%AD_unie,,,2012-12-29 10:55:25.462000+00:00,2018-07-07 20:02:53.689808+00:00
CZE,1813,,CSS,[ Liberální / Česká ] strana národně sociální,[ Liberal / Czech ] National Social Party,,1990,2006,2.7,1990,,https://en.wikipedia.org/wiki/Czech_National_Social_Party,"1990 Czechoslovak Socialist Party (Československá strana socialistická, CSS) 
1995 Free Democrats — Liberal National Social Party (Svobodní demokraté — Liberální strana národně sociální, SD-LSNS)
1997 · CSNS · Czech National Social Party (Česká strana národně sociální)",,2012-12-29 10:58:27.561000+00:00,2021-03-08 20:40:31.113016+00:00
CZE,1127,,LIDEM,LIDEM,LIDEM,,2012,,4.0,2012,,https://en.wikipedia.org/wiki/LIDEM,8 of 200 seats in 2012 after split from VV,,2012-12-29 10:56:04.419000+00:00,2018-10-09 10:57:31.586278+00:00
CZE,6799,,NF,Národní fronta,National Front,,1945,1989,99.9,1960,,https://en.wikipedia.org/wiki/National_Front_(Czechoslovakia),vehicle for control of all political and social activity by the Communist Party of Czechoslovakia,,2019-03-13 13:09:04.758537+00:00,2021-03-09 13:32:09.158155+00:00
CZE,6468,,NS,Národní sjednocení,National Unification,,1934,1938,5.7,1935,False,https://en.wikipedia.org/wiki/National_Unification_(Czechoslovakia),,,2018-12-19 11:50:35.914492+00:00,2018-12-19 11:50:35.914528+00:00
CZE,8523,,NS,Národní souručenství,National Partnership,German: Nationale Gemeinschaft,1939,1945,,,,https://en.wikipedia.org/wiki/National_Partnership,Minister-president 1941-1944,,2020-08-26 07:48:44.457060+00:00,2020-08-26 07:48:44.457114+00:00
CZE,6796,,DNSAP,Německá národně socialistická strana dělnická,German National Socialist Workers' Party,German: Deutsche Nationalsozialistische Arbeiterpartei,1919,1933,5.3,1920,,https://en.wikipedia.org/wiki/German_National_Socialist_Workers%27_Party_(Czechoslovakia),,,2019-03-13 12:43:16.244819+00:00,2021-03-09 13:32:09.147523+00:00
CZE,2140,,NEI,Nezávislá iniciativa,Independent Initiative,,1992,1992,1.4,1992,,,,,2014-05-16 13:53:26.860067+00:00,2015-11-07 20:59:27.065321+00:00
CZE,1425,,NEZDEM,Nezávislí,Independent,,1994,2006,8.2,2004,,https://cs.wikipedia.org/wiki/NEZ%C3%81VISL%C3%8D,,,2012-12-29 10:57:05.560000+00:00,2018-11-10 23:51:40.688383+00:00
CZE,1008,,ODA,Občanská demokratická aliance,Civic Democratic Alliance,,1990,2007,6.4,1996,,https://en.wikipedia.org/wiki/Civic_Democratic_Alliance,,,2012-12-29 10:55:40.696000+00:00,2020-10-05 05:31:23.531342+00:00
CZE,466,,ODS,Občanská demokratická strana,Civic Democratic Party,,1991,,35.4,2006,,https://en.wikipedia.org/wiki/Civic_Democratic_Party_(Czech_Republic),,,2012-12-29 10:53:52.787000+00:00,2018-07-07 20:02:47.324560+00:00
CZE,1349,,OF,Obcanské fórum,Civic Forum,,1989,1991,49.5,1990,,https://en.wikipedia.org/wiki/Civic_Forum,,,2012-12-29 10:56:49.754000+00:00,2018-07-13 21:04:17.591070+00:00
CZE,1796,,OH,Obcanské hnuti,Civic Movement,,1991,1994,4.6,1992,,https://en.wikipedia.org/wiki/Party_for_the_Open_Society,,,2012-12-29 10:58:23.961000+00:00,2018-11-03 10:56:06.294586+00:00
CZE,8109,,OKSZP,Országos Keresztényszocialista Párt,Provincial Christian-Socialist Party // Hungarian National and German Party,Czech: Zemská křesťansko-socialistická,1919,1936,1.2,1925,,https://en.wikipedia.org/wiki/Provincial_Christian-Socialist_Party,,,2019-12-26 21:12:45.657054+00:00,2020-08-09 06:52:58.651660+00:00
CZE,904,,PB,Pravý Blok,Right Bloc,,1996,2004,1.2,2004,,https://en.wikipedia.org/wiki/Right_Bloc,1.2% in 2004 EP election,,2012-12-29 10:55:19.122000+00:00,2023-06-10 12:53:52.921745+00:00
CZE,9002,,P,Přísaha,Oath,,2021,,4.7,2021,True,https://en.wikipedia.org/wiki/P%C5%99%C3%ADsaha,,,2022-05-27 08:01:10.785101+00:00,2022-05-27 08:01:10.785123+00:00
CZE,972,,RMS,Republikanska Miroslava Sladka,Republicans of Miroslav Sladek,,2001,2013,0.9,2002,,https://en.wikipedia.org/wiki/Coalition_for_Republic_%E2%80%93_Republican_Party_of_Czechoslovakia,,,2012-12-29 10:55:32.920000+00:00,2021-02-06 16:44:34.899782+00:00
CZE,5246,,RSZML/AS,Republikánská strana zemědělského a malorolnického lidu // Agrární strana,Republican Party of Farmers and Peasants // Agrarian Party,Slovak: Republikánska strana zemedelského a maloroľníckeho ľudu,1899,1938,15.0,1929,,https://en.wikipedia.org/wiki/Republican_Party_of_Farmers_and_Peasants,,,2016-09-16 15:41:25.670072+00:00,2019-09-09 23:40:04.551097+00:00
CZE,884,,Sn,Sdruzeni nezavislych,Association of Independents,,2000,2006,2.8,2002,True,https://en.wikipedia.org/wiki/SNK_Union_of_Independents,,,2012-12-29 10:55:14.682000+00:00,2021-02-06 17:35:29.291890+00:00
CZE,1657,,SPR — RSČ,Sdružení pro Republiku — Republikánská strana Československa,Coalition for Republic — Republican Party of Czechoslovakia,,1989,2001,8.0,1996,,https://en.wikipedia.org/wiki/Republicans_of_Miroslav_Sl%C3%A1dek,,,2012-12-29 10:57:54.017000+00:00,2021-03-28 20:02:05.992565+00:00
CZE,9065,,SEN 21,Senátor 21,Senator 21,,2017,,3.1,2018,,https://en.wikipedia.org/wiki/Senator_21,,,2023-01-17 16:11:07.945556+00:00,2023-01-17 16:11:07.945576+00:00
CZE,751,,SNK-ED,SNK Evropští demokraté,SNK European Democrats,,2006,,2.1,2006,False,https://en.wikipedia.org/wiki/SNK_European_Democrats,,,2012-12-29 10:54:48.682000+00:00,2021-02-06 17:37:36.603854+00:00
CZE,138,,SZV,Spojenectví zemědělců a venkova,Alliance of Farmers and the Countryside,,1990,1990,4.1,1990,,,,,2012-12-29 10:52:51.769000+00:00,2021-02-06 17:42:44.367048+00:00
CZE,1707,,SN — VA,Starostové a Nezávislí — Vaše Alternativa,Mayors and Independents — Your Option,,2009,,5.2,2017,,https://en.wikipedia.org/wiki/Mayors_and_Independents,,,2012-12-29 10:58:04.633000+00:00,2021-03-28 20:03:22.379009+00:00
CZE,2139,,SCPZR,"Strana československých podnikatelů, živnostníků a rolníků","Czechoslovak Businessmen's, Traders' and Farmers' Party",,1992,1992,3.1,1992,,"https://cs.wikipedia.org/wiki/Strana_%C4%8Deskoslovensk%C3%BDch_podnikatel%C5%AF,_%C5%BEivnostn%C3%ADk%C5%AF_a_roln%C3%ADk%C5%AF",,,2014-05-16 13:52:34.806148+00:00,2018-07-07 20:02:49.300570+00:00
CZE,8229,,SNJ,Strana národní jednoty or Strana národního sjednocení,Party of National Unity,,1938,1939,,,,https://en.wikipedia.org/wiki/Party_of_National_Unity_(Czechoslovakia),PM 1937 - 1938,,2020-03-12 02:32:20.860341+00:00,2021-03-10 19:45:13.395059+00:00
CZE,2137,,SPP,Strana prátel piva,Party of the Friends of Beer,,1992,1992,1.3,1992,,https://cs.wikipedia.org/wiki/Strana_p%C5%99%C3%A1tel_piva,,,2014-05-16 09:35:55.208086+00:00,2018-07-07 20:02:54.951009+00:00
CZE,1272,,SPOZ / SPO,Strana Práv Občanů — Zemanovci / Strana Práv Občanů,Party of Civic Rights — Zeman's people / Party of Civic Rights,,2009,,4.3,2010,,https://en.wikipedia.org/wiki/Party_of_Civic_Rights_%E2%80%93_Zemanovci,,,2012-12-29 10:56:34.213000+00:00,2021-03-28 20:03:39.525493+00:00
CZE,254,,SSO,Strana svobodných občanů,Party of Free Citizens,,2009,,2.5,2013,,https://en.wikipedia.org/wiki/Party_of_Free_Citizens,,,2012-12-29 10:53:13.159000+00:00,2018-07-07 20:02:54.668989+00:00
CZE,8923,,SZR,Strana zdravého rozumu,Party of Common Sense,,2002,,1.6,2014,,https://en.wikipedia.org/wiki/Party_of_Common_Sense,,,2021-06-26 08:34:15.807443+00:00,2021-06-26 08:34:15.807465+00:00
CZE,1554,,SZ,Strana zelených,Green Party,,1989,,6.3,2006,,https://en.wikipedia.org/wiki/Green_Party_(Czech_Republic),,,2012-12-29 10:57:32.434000+00:00,2018-07-07 20:02:52.413444+00:00
CZE,5237,,SdP,Sudetendeutsche Partei / Sudetoněmecká strana,Sudeten German Party,,1933,1938,15.2,1935,,https://en.wikipedia.org/wiki/Sudeten_German_Party,,,2016-09-12 11:05:35.809101+00:00,2016-09-12 11:05:35.809137+00:00
CZE,293,,S — JB,Suverenita — blok Jany Bobošíkové,Sovereignty — Jana Bobosikova Bloc,,2009,,3.7,2010,,https://en.wikipedia.org/wiki/Sovereignty_%E2%80%93_Jana_Bobo%C5%A1%C3%ADkov%C3%A1_Bloc,,,2012-12-29 10:53:20.376000+00:00,2021-03-28 20:03:51.413407+00:00
CZE,6125,,SPD,Svoboda a přímá demokracie,Freedom and Direct Democracy,,2015,,10.6,2017,,https://en.wikipedia.org/wiki/Freedom_and_Direct_Democracy,,,2018-08-23 10:14:09.505720+00:00,2020-03-21 22:53:24.634837+00:00
CZE,980,,SB,Svobodný blok,Free Bloc,,1990,1990,1.0,1990,,,,,2012-12-29 10:55:35.158000+00:00,2018-10-09 10:54:40.657300+00:00
CZE,223,,TOP09,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,,2010,,16.7,2010,,https://en.wikipedia.org/wiki/Tradition_Responsibility_Prosperity_09,,,2012-12-29 10:53:07.343000+00:00,2018-07-07 20:02:57.013131+00:00
CZE,9003,,Tri,Trikolóra,Tricolour Citizens' Movement,,2019,,2.8,2021,False,https://en.wikipedia.org/wiki/Tricolour_Citizens%27_Movement,,,2022-05-27 08:05:51.196250+00:00,2022-05-27 08:05:51.196273+00:00
CZE,905,,US,Unie svobody,Freedom Union,,1990,2001,8.6,1998,False,https://en.wikipedia.org/wiki/Freedom_Union_%E2%80%93_Democratic_Union,,,2012-12-29 10:55:19.301000+00:00,2021-02-06 17:11:31.722147+00:00
CZE,104,,US/DEU,Unie svobody / Demokratická unie,Freedom Union / Democratic Union,,2001,2004,8.6,1998,,https://en.wikipedia.org/wiki/Freedom_Union_-_Democratic_Union,,,2012-12-29 10:52:45.411000+00:00,2021-02-06 17:13:44.034102+00:00
CZE,2049,,UPD,Úsvit přímé demokracie,Dawn of Direct Democracy,,2011,2018,6.9,2013,,https://en.wikipedia.org/wiki/Dawn_of_Direct_Democracy,,,2014-02-23 22:03:59.143491+00:00,2021-03-13 14:00:51.314595+00:00
CZE,1202,,VV,Věci veřejné,Public Affairs,,2001,2015,10.9,2010,,https://en.wikipedia.org/wiki/Public_Affairs_%28political_party%29,,,2012-12-29 10:56:19.879000+00:00,2018-07-14 12:21:15.860610+00:00
CZE,6305,,VPN,Verejnosť proti násiliu,Public Against Violence,,1989,1991,10.4,1990,,https://en.wikipedia.org/wiki/Public_Against_Violence,10.4% in 1990 Federal Assembly election,,2018-11-03 11:10:20.890660+00:00,2018-11-03 11:15:16.995467+00:00
CZE,3921,15,ally,alliance,alliance,,1750,,,,,,,,2015-09-09 13:49:34.129932+00:00,2022-12-16 10:56:19.808264+00:00
CZE,3015,12,tech,technical,technical,,1750,,,,,,,,2014-09-05 07:46:40.964920+00:00,2022-12-16 10:56:19.800502+00:00
CZE,2657,11,1-perc,1 percent,1 percent,,1750,,,,,,,,2014-07-07 14:01:44.751757+00:00,2022-12-16 10:56:19.792234+00:00
CZE,2656,10,unknown,unknown,unknown,,1750,,,,,,,,2014-07-07 14:01:44.736726+00:00,2022-12-16 10:56:19.784950+00:00
