partyfacts_id,source,position
1013,position,far-right
1817,ideology,greek nationalism
1817,ideology,pro-europeanism
1817,position,centre-right
1817,position,norwegian centre for research data
1817,position,right-wing
8990,ideology,liberalism
8990,ideology,social liberalism
8990,position,centre-left
4883,ideology,greek cypriot nationalism
4883,ideology,national conservatism
4883,ideology,euroscepticism
4883,position,right-wing
858,ideology,green politics
858,position,centre-left
1028,ideology,social democracy
1028,ideology,greek cypriot nationalism
1028,ideology,andrekos varnava
1028,position,centre-left
6108,ideology,liberal conservatism
6108,ideology,national conservatism
6108,ideology,turkish nationalism
6108,ideology,two-state solution (cyprus)
6108,position,right-wing
6107,ideology,socialism
6107,ideology,islamism
6107,ideology,turkish cypriot nationalism
6107,position,big tent
6197,ideology,liberalism
4893,ideology,enosis
4893,ideology,nationalism
4893,ideology,conservatism
6198,ideology,social democracy
6198,ideology,annan plan
6198,ideology,cypriot nationalism
6198,position,centre-left
6201,ideology,social democracy
6201,position,left-wing
2141,ideology,right-wing populism
2141,ideology,conservatism
2141,ideology,czech nationalism
2141,ideology,associated press
2141,ideology,euroscepticism
2141,position,right-wing
2141,position,deutsche welle
2141,position,euractiv
5610,ideology,agrarianism
5610,ideology,conservatism
5610,ideology,german nationalism
2047,ideology,pirate party
2047,ideology,liberalism
2047,ideology,u.s. news & world report
2047,ideology,the guardian
2047,ideology,social liberalism
2047,ideology,de gruyter
2047,ideology,progressivism
2047,ideology,pro-europeanism
2047,position,centre
2047,position,centre-left
5244,ideology,czech nationalism
5244,ideology,popular socialism (central europe)
5244,ideology,euroscepticism
5244,ideology,czechoslovakism
5244,ideology,social liberalism
5244,position,centre-left
177,ideology,social democracy
177,ideology,left-wing populism
177,ideology,pro-europeanism
177,position,centre-left
5777,ideology,national liberalism
5777,ideology,national conservatism
5777,ideology,czechoslovakism
5777,position,right-wing
5236,ideology,social democracy
5236,ideology,left-wing populism
5236,ideology,pro-europeanism
5236,position,centre-left
5549,ideology,christian democracy
5549,ideology,green conservatism
5549,ideology,social conservatism
5549,position,centre
5549,position,bbc news
5549,position,bbc
5549,position,centre-right
5611,ideology,liberalism
5611,ideology,conservatism
5611,ideology,economic nationalism
5611,position,centre-right
5611,position,right-wing
6202,ideology,liberal conservatism
6202,ideology,christian democracy
6202,ideology,pro-europeanism
6202,position,centre-right
1171,ideology,liberalism
1171,position,centre-right
6292,ideology,conservatism
6292,ideology,catholic church and politics
6294,ideology,social democracy
6294,ideology,democratic socialism
6294,position,left-wing
670,ideology,list of pensioners' parties
670,ideology,social justice
670,ideology,social democracy
670,position,centre-left
165,ideology,conservative liberalism
165,ideology,pro-europeanism
165,position,centre-right
7337,ideology,liberalism
7337,ideology,pro-europeanism
7337,position,centre
6293,ideology,slovaks
6293,ideology,clerical fascism
6293,ideology,slovak nationalism
6293,ideology,national catholicism
6293,ideology,corporate statism
6293,ideology,national conservatism
6293,ideology,anti-hungarian sentiment
6293,ideology,political faction
6293,ideology,nazism
6293,ideology,nástup
6293,ideology,salzburg conference
6293,position,far-right
952,ideology,federalism
952,ideology,autonomism (political doctrine)
952,position,centre
5245,ideology,socialism
2142,ideology,liberal conservatism
2142,position,centre-right
2142,position,right-wing
1728,ideology,anti-capitalism
1728,ideology,euroscepticism
1728,position,left-wing
1728,position,far-left
1041,ideology,communism
1041,ideology,marxism-leninism
1041,ideology,stalinism
1041,position,far-left
6798,ideology,communism
6798,ideology,marxism-leninism
6798,ideology,stalinism
6798,position,far-left
676,ideology,christian democracy
676,ideology,green conservatism
676,ideology,social conservatism
676,position,centre
676,position,bbc news
676,position,bbc
676,position,centre-right
824,ideology,conservatism
824,ideology,christian democracy
824,position,centre-right
1813,ideology,czech nationalism
1813,ideology,popular socialism (central europe)
1813,ideology,euroscepticism
1813,ideology,czechoslovakism
1813,ideology,social liberalism
1813,position,centre-left
1127,ideology,national conservatism
1127,ideology,nationalism
1127,ideology,euroscepticism
1127,ideology,liberalism
1127,position,far-right
6799,ideology,anti-fascism
6799,ideology,state socialism
6799,ideology,social democracy
6799,ideology,christian democracy
6799,ideology,communism
6799,ideology,marxism-leninism
6799,ideology,stalinism
6799,position,far-left
6468,ideology,national conservatism
6468,ideology,czechoslovakism
6468,ideology,agrarianism
6468,position,right-wing
6468,position,far-right
8523,ideology,authoritarianism
8523,ideology,collaboration with nazi germany and fascist italy
8523,ideology,anti-communism
8523,ideology,antisemitism
8523,ideology,nazism
8523,position,far-right
6796,ideology,nazism
6796,ideology,pan-germanism
6796,ideology,german nationalism
6796,ideology,criticism of marxism
6796,ideology,volksgemeinschaft
6796,position,far-right
1008,ideology,conservative liberalism
1008,position,centre-right
466,ideology,conservatism
466,ideology,economic liberalism
466,position,centre-right
466,position,right-wing
1349,ideology,liberal democracy
1796,ideology,liberalism
1796,ideology,social liberalism
1796,position,centre
1796,position,centre-left
8109,ideology,catholic church and politics
8109,ideology,hungarian irredentism
8109,ideology,christian socialism
8109,ideology,anti-communism
8109,position,right-wing
904,ideology,anti-communism
904,ideology,direct democracy
904,ideology,right-wing populism
904,ideology,anti-romani sentiment
904,ideology,anti-russian sentiment
904,position,right-wing
9002,ideology,right-wing populism
9002,ideology,euroscepticism
9002,position,right-wing
972,ideology,czech nationalism
972,ideology,taylor & francis
972,ideology,right-wing populism
972,ideology,autonomism (political doctrine)
972,ideology,routledge
972,ideology,anti-german sentiment
972,ideology,new york university press
972,ideology,anti-romani sentiment
972,position,far-right
5246,ideology,agrarianism
5246,ideology,conservatism
5246,position,centre-right
884,ideology,liberal conservatism
884,ideology,pro-europeanism
884,position,centre
884,position,centre-right
1657,ideology,czech nationalism
1657,ideology,taylor & francis
1657,ideology,right-wing populism
1657,ideology,autonomism (political doctrine)
1657,ideology,routledge
1657,ideology,anti-german sentiment
1657,ideology,new york university press
1657,ideology,anti-romani sentiment
1657,position,far-right
9065,ideology,liberalism
9065,ideology,pro-europeanism
9065,position,political syncretism
751,ideology,liberal conservatism
751,ideology,pro-europeanism
751,position,centre
751,position,centre-right
1707,ideology,localism
1707,ideology,liberalism
1707,ideology,euractiv
1707,ideology,pro-europeanism
1707,position,centre
1707,position,reuters
1707,position,centre-right
1707,position,euractiv
8229,ideology,nationalism
8229,ideology,authoritarian conservatism
8229,ideology,corporate statism
8229,position,right-wing
8229,position,far-right
1272,ideology,social democracy
1272,ideology,left-wing populism
1272,position,centre-left
254,ideology,classical liberalism
254,ideology,right-libertarianism
254,ideology,libertarian conservatism
254,ideology,liberal conservatism
254,ideology,national conservatism
254,ideology,euroscepticism
254,position,right-wing
8923,ideology,nationalism
8923,ideology,euroscepticism
8923,ideology,opposition to immigration
8923,ideology,criticism of islam
8923,position,right-wing
8923,position,far-right
1554,ideology,green politics
1554,ideology,social liberalism
1554,position,centre-left
5237,ideology,nazism
5237,ideology,german nationalism
5237,ideology,pan-germanism
5237,ideology,volksgemeinschaft
5237,position,far-right
293,ideology,social democracy
293,ideology,novinky.cz
293,ideology,left-wing nationalism
293,ideology,euroscepticism
293,ideology,euractiv
293,ideology,opposition to immigration
293,position,left-wing
6125,ideology,right-wing populism
6125,ideology,nationalism
6125,ideology,opposition to immigration
6125,ideology,euroscepticism
6125,ideology,neo-fascism
6125,ideology,bne intellinews
6125,ideology,heinrich böll foundation
6125,position,right-wing
6125,position,far-right
223,ideology,conservative liberalism
223,ideology,liberalism
223,ideology,christian democracy
223,position,centre-right
9003,ideology,national conservatism
9003,ideology,novinky.cz
9003,ideology,social conservatism
9003,ideology,fiscal conservatism
9003,ideology,laissez-faire
9003,ideology,euroscepticism
9003,position,right-wing
9003,position,far-right
905,ideology,liberalism in the czech republic
905,ideology,liberal conservatism
905,position,centre-right
104,ideology,liberalism in the czech republic
104,ideology,liberal conservatism
104,position,centre-right
2049,ideology,right-wing populism
2049,ideology,euroscepticism
2049,position,far-right
1202,ideology,conservative liberalism
1202,ideology,direct democracy
1202,ideology,populism
1202,position,centre
1202,position,centre-right
6305,ideology,liberalism
6305,ideology,pro-europeanism
6305,position,centre
4070,ideology,green politics
4070,position,centre-left
4070,position,europe elects
4070,position,left-wing
1901,ideology,agrarianism
800,ideology,centre
800,ideology,social democracy
800,ideology,liberal conservatism
800,position,centre
9062,ideology,conservatism
9062,ideology,right-wing populism
9062,position,right-wing
9062,position,far-right
277,ideology,communism
277,ideology,marxism-leninism
277,position,far-left
1900,ideology,nazism
1900,ideology,fascism
1900,ideology,collaboration with nazi germany and fascist italy
1900,ideology,antisemitism
1900,position,far-right
1022,ideology,nationalism
1022,ideology,right-wing populism
1022,position,far-right
637,ideology,nationalism
637,ideology,national conservatism
637,ideology,christian nationalism
637,ideology,third position
637,ideology,euroscepticism
637,position,right-wing
112,ideology,green politics
1507,ideology,social liberalism
1507,ideology,pro-europeanism
1507,position,centre
1507,position,centre-left
1507,position,deutsche welle
932,ideology,classical liberalism
932,ideology,elitism
932,position,centre-right
1527,ideology,socialism
1527,ideology,eco-socialism
1527,ideology,marxism
1527,ideology,anti-capitalism
1527,position,left-wing
1527,position,europe elects
1527,position,google books
1527,position,far-left
1676,ideology,communism
1676,ideology,euroscepticism
1676,position,left-wing
1676,position,far-left
333,ideology,euroscepticism
333,ideology,sovereigntism
333,position,far-left
1601,ideology,right-wing populism
1601,ideology,national liberalism
1601,ideology,neoliberalism
1601,ideology,opposition to immigration
1601,ideology,islamophobia
1601,position,far-right
1601,position,the times
9481,ideology,green politics
9481,position,left-wing
1421,ideology,euroscepticism
1421,ideology,decentralization
1421,position,left-wing
536,ideology,conservatism
536,ideology,liberal conservatism
536,ideology,social conservatism
536,ideology,green conservatism
536,position,centre-right
53,ideology,christian democracy
53,ideology,social conservatism
53,position,centre
53,position,centre-right
9063,ideology,liberalism
9063,position,centre
9063,position,centre-right
7339,ideology,national conservatism
7339,ideology,right-libertarianism
7339,ideology,politico
7339,ideology,the local
7339,ideology,right-wing populism
7339,position,right-wing
7339,position,the copenhagen post
7339,position,far-right
212,ideology,classical liberalism
212,ideology,right-libertarianism
212,position,centre-right
212,position,right-wing
1134,ideology,georgism
1134,ideology,euroscepticism
6651,position,centre-left
6651,position,the independent
6651,ideology,social democracy
6651,ideology,the west australian
6651,ideology,greenlandic independence
6651,ideology,dr (broadcaster)
1200,ideology,regionalism
1200,ideology,ethnic party
1200,position,centre
379,ideology,social democracy
379,position,centre-left
329,ideology,democratic socialism
329,ideology,green politics
329,ideology,google books
329,position,centre-left
329,position,left-wing
329,position,euronews
329,position,encyclopædia britannica
7338,ideology,ethnic nationalism
7338,ideology,opposition to immigration
7338,ideology,islamophobia
7338,ideology,euroscepticism
7338,position,far-right
1204,ideology,conservative liberalism
1204,ideology,agrarianism
1204,ideology,nordic agrarian parties
1204,position,centre-right
1136,ideology,marxism
1136,ideology,democratic socialism
1136,ideology,revolutionary socialism
1136,position,far-left
6244,ideology,afar people
5151,ideology,conservatism
7811,ideology,social democracy
7543,ideology,social democracy
7543,position,left-wing
7235,ideology,somali nationalism
7235,ideology,greater somalia
3746,ideology,conservatism
3746,position,centre-right
3746,position,right-wing
3744,ideology,social democracy
3744,ideology,labour movement
3744,position,centre-left
3745,position,centre
4184,position,centre-left
4184,position,left-wing
4185,ideology,liberalism
1225,ideology,social democracy
1225,ideology,third way
1225,ideology,social liberalism
1225,ideology,civic nationalism
1225,position,centre
1225,position,centre-left
4728,ideology,personalismo
4728,ideology,economic nationalism
4728,ideology,right-wing populism
4728,ideology,authoritarian conservatism
4728,ideology,anti-communism
4728,position,far-right
4195,ideology,social conservatism
4195,ideology,nationalism
4195,ideology,christian democracy
4195,position,centre-right
7429,ideology,reformism
7429,ideology,christian democracy
7429,ideology,economic liberalism
7429,ideology,conservatism
7429,position,centre-right
7429,position,right-wing
194,ideology,reformism
194,ideology,christian democracy
194,ideology,economic liberalism
194,ideology,conservatism
194,position,centre-right
194,position,right-wing
1441,ideology,populism
1441,ideology,third way
1441,position,centre
1441,position,centre-left
7544,ideology,liberalism
7544,ideology,progressivism
7544,position,centre
7544,position,centre-left
8346,ideology,paternalistic conservatism
8346,ideology,populism
8346,ideology,authoritarianism
8346,ideology,reactionary
8346,position,centre-right
8346,position,right-wing
8416,ideology,mobutism
8416,ideology,hutu
8416,ideology,democracy
5772,ideology,congolese nationalism (democratic republic of the congo)
5772,ideology,conservatism
5772,ideology,tribalism
5772,position,right-wing
6588,ideology,nationalism
6588,ideology,tribalism
6588,ideology,anti-communism
6588,position,right-wing
6208,ideology,federalism
6208,ideology,liberalism
6208,position,centre-right
7426,ideology,congolese nationalism (democratic republic of the congo)
7426,ideology,patrice lumumba
7426,ideology,civic nationalism
7426,ideology,african nationalism
7426,ideology,pan-africanism
7426,ideology,left-wing nationalism
7426,ideology,african socialism
7426,ideology,democratic socialism
7426,ideology,decolonization
7426,position,left-wing
6050,ideology,congolese nationalism (democratic republic of the congo)
6050,ideology,patrice lumumba
6050,ideology,civic nationalism
6050,ideology,african nationalism
6050,ideology,pan-africanism
6050,ideology,left-wing nationalism
6050,ideology,african socialism
6050,ideology,democratic socialism
6050,ideology,decolonization
6050,position,left-wing
5091,ideology,mobutism
5091,position,far-right
5089,ideology,christian democracy
5089,ideology,nationalism
5089,ideology,economic liberalism
5089,ideology,corporatism
5089,ideology,humanism
5089,position,right-wing
5598,ideology,social democracy
5598,position,centre-left
8947,ideology,pragmatism
8947,position,centre
5090,ideology,social democracy
5090,position,centre-left
5090,position,left-wing
5597,ideology,patrice lumumba
5597,ideology,pan-africanism
5597,ideology,african socialism
5597,ideology,african nationalism
5597,ideology,left-wing nationalism
5597,position,left-wing
6453,ideology,congolese nationalism (democratic republic of the congo)
6453,ideology,socialism
6453,position,left-wing
8946,ideology,social liberalism
8946,position,centre
8414,ideology,federalism
8414,ideology,regionalism
8414,position,right-wing
5092,ideology,social democracy
5092,position,centre-left
6063,ideology,social democracy
6063,ideology,liberal democracy
6063,position,centre-left
4044,ideology,neoliberalism
4044,ideology,third way
4044,ideology,socialism of the 21st century
4044,ideology,democratic socialism
4044,ideology,rafael correa
4044,position,centre
4044,position,centre-right
4044,position,left-wing
4348,ideology,populism
4348,ideology,progressivism
4348,position,centre-left
4198,ideology,liberalism
4198,ideology,classical radicalism
4198,position,centre
4198,position,centre-right
8614,ideology,populism
8614,position,big tent
8614,position,centre-left
797,ideology,social democracy
797,position,centre-left
4269,ideology,conservatism
4269,ideology,liberal conservatism
4269,ideology,el país
4269,ideology,classical liberalism
4269,position,centre-right
4269,position,right-wing
827,ideology,indigenismo
827,ideology,populism
827,ideology,socialism
827,ideology,environmentalism
827,position,left-wing
827,position,far-left
4203,ideology,trade union
4203,ideology,labour movement
4203,position,centre-left
9249,ideology,socialism of the 21st century
9249,ideology,rafael correa
9249,ideology,left-wing populism
9249,ideology,social democracy
9249,ideology,el país
9249,position,centre-left
9249,position,opendemocracy
9249,position,left-wing
7487,ideology,communism
7487,ideology,marxism-leninism
7487,position,far-left
4349,ideology,clericalism
4349,ideology,conservatism
4349,position,right-wing
4270,ideology,liberalism
4270,ideology,classical radicalism
4270,position,centre
7491,ideology,progressivism
7491,ideology,humanism
1131,ideology,populism
1131,position,centre-right
1450,ideology,populism
950,ideology,christian humanism
950,ideology,christian democracy
950,ideology,social conservatism
950,position,centre-right
246,ideology,populism
246,ideology,personalismo
246,position,centre-left
246,position,centre-right
8320,ideology,social democracy
8320,ideology,progressivism
8320,ideology,democratic socialism
8320,position,centre-left
885,ideology,socialism
885,position,left-wing
1405,ideology,christian democracy
1405,ideology,conservatism
1405,position,centre-right
1405,position,right-wing
8038,ideology,secularism
8038,ideology,social democracy
8038,ideology,social liberalism
8038,ideology,progressivism
8038,position,centre-left
2371,ideology,pan-islamism
2371,ideology,sunni islam
2371,ideology,islamism
2371,ideology,al jazeera media network
2371,ideology,salafi movement
2371,ideology,qutbism
2371,ideology,sufism
2371,ideology,conservatism
2371,ideology,carnegie endowment for international peace
2371,ideology,social conservatism
2371,ideology,anti-zionism
2371,ideology,anti-imperialism
2371,ideology,anti-communism
2371,position,right-wing
5153,position,left-wing
5153,position,big tent
5153,ideology,pan-arabism
5153,ideology,arab nationalism
5153,ideology,arab socialism
5153,ideology,nasserism
5153,ideology,populism
6210,ideology,liberalism
6210,ideology,secularism
6210,position,centre-left
5871,ideology,egyptian nationalism
5871,ideology,liberalism
5871,ideology,secularism
5871,position,centre
5871,position,centre-right
6289,ideology,secularism
6289,ideology,liberalism
6289,ideology,liberal democracy
6289,ideology,reformism
6289,position,centre
6508,ideology,constitutional monarchy
6508,ideology,liberal democracy
6508,ideology,social liberalism
6508,position,centre-left
7107,ideology,liberalism and progressivism within islam
7107,ideology,economic liberalism
7107,position,centre-right
6209,ideology,democratic socialism
6209,ideology,socialism
6209,ideology,islamic socialism
6209,ideology,islamism
6209,position,left-wing
2370,ideology,populism
2370,ideology,egyptian nationalism
2370,ideology,secularism
2370,position,centre
5129,ideology,islamism
5129,ideology,social conservatism
5129,ideology,conservatism
5129,ideology,mixed economy
5129,position,right-wing
5128,ideology,salafi movement
5128,ideology,islamism
5128,ideology,wahhabism
5128,position,far-right
6506,ideology,egyptian nationalism
6506,ideology,national liberalism
6506,ideology,liberal conservatism
6506,position,centre-right
2303,ideology,national liberalism
2303,ideology,al jazeera arabic
2303,ideology,liberal conservatism
2303,ideology,secularism
2303,ideology,agence france-presse
2303,ideology,economic liberalism
2303,ideology,al jazeera english
2303,ideology,conservative liberalism
2303,position,centre-right
8112,ideology,egyptian nationalism
8112,ideology,islam and democracy
8112,ideology,traditionalist conservatism
8112,position,right-wing
6930,ideology,egyptian nationalism
6930,ideology,post-islamism
6930,ideology,militarism
6930,ideology,statism
6930,ideology,economic liberalism
6930,ideology,neoliberalism
6930,position,big tent
6507,ideology,royalist
6507,ideology,liberalism
6507,position,centre
2372,ideology,nasserism
2372,ideology,left-wing nationalism
2372,ideology,democratic socialism
2372,ideology,left-wing populism
2372,position,left-wing
8111,ideology,egyptian nationalism
8111,ideology,anti-imperialism
8111,position,right-wing
1709,ideology,conservatism
1709,ideology,nationalism
1709,ideology,anti-communism
1709,ideology,economic liberalism
1709,position,centre-right
1709,position,right-wing
1709,position,far-right
1456,ideology,social democracy
1456,ideology,progressivism
1456,position,centre-left
978,ideology,democratic socialism
978,ideology,christian socialism
978,ideology,new york university press
978,ideology,liberation theology
978,ideology,left-wing nationalism
978,ideology,left-wing populism
978,ideology,marxism-leninism
978,position,left-wing
978,position,far-left
978,position,the wall street journal
4224,ideology,conservative liberalism
4224,ideology,populism
4224,position,centre-right
8085,ideology,populism
8085,ideology,big tent
8085,ideology,anti-establishment
8085,position,syncretism
8085,position,centre-left
8085,position,centre-right
686,ideology,nationalism
686,ideology,conservatism
686,position,centre-right
686,position,right-wing
11,ideology,christian democracy
11,position,centre
11,position,centre-left
6302,ideology,fascism
6302,ideology,anti-communism
6302,ideology,conservatism
6302,ideology,agrarianism
6302,ideology,oligarchy
6302,position,far-right
3821,ideology,social democracy
3821,ideology,democratic socialism
3821,position,centre-left
6249,ideology,african nationalism
6249,ideology,left-wing nationalism
6249,ideology,decolonization
6249,ideology,marxism
6249,position,left-wing
3824,ideology,populism
3824,ideology,personalismo
3824,ideology,economic liberalism
3824,ideology,social liberalism
3824,position,big tent
6367,ideology,decolonization
6367,ideology,pan-africanism
6367,ideology,totalitarianism
6367,ideology,african socialism
6367,position,far-left
6454,ideology,social democracy
6454,ideology,democratic socialism
6454,position,centre-left
6064,ideology,christian democracy
6064,ideology,conservatism
6064,position,centre-right
8431,ideology,eritrean nationalism
8431,ideology,left-wing nationalism
8431,ideology,secularism
8431,ideology,marxism-leninism
8431,ideology,maoism
8431,ideology,socialism
8431,position,far-left
8431,position,left-wing
4904,ideology,eritrean nationalism
4904,ideology,left-wing nationalism
4904,ideology,civic nationalism
4904,ideology,secularism
4904,ideology,militarism
4904,ideology,social justice
4904,ideology,progressivism
4904,ideology,socialism
4904,ideology,maoism
4904,position,left-wing
4904,position,far-left
8432,ideology,communism
8432,ideology,marxism-leninism
8432,ideology,federalism
8432,position,far-left
5142,ideology,agrarianism
5142,position,centre
8922,ideology,estonian nationalism
8922,ideology,right-wing populism
8922,ideology,euroscepticism
8922,ideology,russophilia
8922,position,far-right
533,ideology,populism
533,ideology,conservatism
533,position,centre
4094,ideology,ultranationalism
4094,ideology,estonian nationalism
4094,ideology,national conservatism
4094,ideology,right-wing populism
4094,ideology,the times of israel
4094,position,far-right
1556,ideology,liberalism and centrism in estonia
1556,ideology,social liberalism
1556,position,centre
790,ideology,christian democracy
790,ideology,euroscepticism
7238,ideology,communism
7238,ideology,marxism-leninism
7238,position,far-left
174,ideology,agrarianism
174,ideology,social conservatism
174,position,centre
174,position,centre-left
110,ideology,agrarianism
110,ideology,social conservatism
110,position,centre
110,position,centre-left
9124,ideology,democratic socialism
9124,ideology,progressivism
9124,ideology,pro-europeanism
9124,ideology,russians in estonia
9124,ideology,eurocommunism
9124,position,left-wing
5144,ideology,conservatism
5144,ideology,national liberalism
5144,ideology,ordoliberalism
5144,position,centre-right
821,ideology,liberalism
821,ideology,liberalism and centrism in estonia
821,ideology,conservative liberalism
821,position,centre-right
5850,ideology,green politics
5850,ideology,social liberalism
5850,position,centre-left
1973,ideology,treaty of lisbon
1973,ideology,euroscepticism
7244,ideology,democratic socialism
7244,ideology,nationalism
7244,ideology,patriotism
7244,ideology,reformism
7244,position,centre-left
7244,position,left-wing
869,ideology,democratic socialism
869,position,left-wing
5156,ideology,social liberalism
5156,ideology,social democracy
5156,ideology,centre
5156,ideology,agrarianism
5156,ideology,classical radicalism
5156,ideology,conservatism
5156,position,centre
5156,position,centre-left
5156,position,centre-right
3271,ideology,conservatism
3271,ideology,conservative liberalism
3271,ideology,populism
3271,position,centre-right
3692,ideology,democratic socialism
3692,position,left-wing
7341,ideology,green politics
7341,ideology,grassroots democracy
7341,ideology,decentralization
7341,ideology,e-democracy
7341,ideology,euroscepticism
7341,position,centre
7340,ideology,liberalism
7340,ideology,liberalism and centrism in estonia
7340,ideology,social liberalism
7340,ideology,pro-europeanism
7340,position,centre
685,ideology,christian democracy
685,ideology,national conservatism
685,ideology,economic liberalism
685,position,centre-right
685,position,right-wing
1040,ideology,green politics
1040,ideology,social liberalism
1040,position,centre-left
7239,ideology,estonian nationalism
7239,ideology,corporatism
7239,ideology,conservatism
7239,ideology,anti-communism
7239,ideology,authoritarianism
7239,position,right-wing
779,ideology,national conservatism
779,ideology,christian democracy
779,position,centre-right
18,ideology,ethnic party
18,position,centre-left
7466,ideology,christian democracy
7466,ideology,christian right
7466,position,centre-right
5140,ideology,conservatism
6711,ideology,communism
6711,ideology,marxism-leninism
6711,position,far-left
331,ideology,social liberalism
331,ideology,environmentalism
331,position,centre
331,position,centre-left
5135,ideology,centre
5135,ideology,corporatism
1150,ideology,social democracy
1150,ideology,pro-europeanism
1150,position,centre-left
6710,ideology,communism
6710,ideology,marxism-leninism
6710,position,far-left
5137,ideology,communism
5137,ideology,marxism-leninism
5137,position,far-left
429,ideology,estonian nationalism
429,ideology,right-wing populism
429,ideology,euroscepticism
429,ideology,russophilia
429,position,far-right
491,ideology,liberal conservatism
491,ideology,conservatism
491,ideology,liberalism
491,ideology,populism
491,ideology,economic liberalism
491,ideology,der standard
491,ideology,anti-corruption
491,position,centre
491,position,centre-right
1975,ideology,russians in estonia
1975,ideology,plurinationalism
1975,ideology,minority rights
1975,position,centre-left
4326,ideology,afar people
4327,ideology,ethnic party
4323,ideology,civic nationalism
4323,ideology,liberalism
4323,ideology,federalism
4323,ideology,populism
4323,position,centre-right
4322,ideology,ethiopian people's revolutionary democratic front
4322,ideology,democratic socialism
4322,ideology,social democracy
4322,ideology,ethnic federalism
4322,ideology,plurinationalism
4322,ideology,marxism-leninism
4322,ideology,hoxhaism
4322,position,centre-left
4322,position,left-wing
4322,position,far-left
5629,ideology,social democracy
5629,ideology,democratic socialism
5629,ideology,ethnic federalism
5629,position,centre-left
5629,position,left-wing
4325,ideology,federalism
4321,position,centre-left
6589,ideology,social democracy
6589,ideology,democratic socialism
6589,ideology,federalism
6589,ideology,self-determination
5843,ideology,ethiopian people's revolutionary democratic front
5843,ideology,socialism
5843,ideology,ethnic federalism
5843,ideology,left-wing nationalism
5843,ideology,left-wing populism
5843,ideology,communism
5843,ideology,marxism-leninism
5843,ideology,hoxhaism
5843,ideology,separatism
5843,position,left-wing
5843,position,far-left
4324,ideology,social democracy
4324,ideology,social liberalism
4324,position,big tent
8434,ideology,communism
8434,ideology,marxism-leninism
8434,ideology,federalism
8434,position,far-left
5793,position,far-left
5793,ideology,communism
5793,ideology,marxism-leninism
5793,ideology,nationalism
5793,ideology,ethnic nationalism
6401,ideology,pro-europeanism
6401,position,centre
6401,position,centre-right
6398,ideology,christian democracy
6398,ideology,liberal conservatism
6398,ideology,conservatism
6398,ideology,pro-europeanism
6398,position,centre-right
6402,ideology,democratic socialism
6402,position,left-wing
6402,position,far-left
6402,position,palgrave macmillan
6402,position,euractiv
6404,ideology,euroscepticism
6404,ideology,right-wing populism
6404,ideology,direct democracy
6404,position,right-wing
6404,position,far-right
8759,ideology,nationalism
8759,ideology,ultraconservatism
8759,ideology,sovereigntism
8759,ideology,euroscepticism
8759,ideology,opposition to immigration
8759,position,far-right
6399,ideology,social democracy
6399,ideology,pro-europeanism
6399,position,centre-left
6403,ideology,green politics
6403,position,centre-left
6403,position,left-wing
8760,ideology,national conservatism
8760,ideology,conservatism
8760,ideology,euroscepticism
8760,position,right-wing
5530,ideology,liberalism
5530,ideology,faroese independence movement
5527,ideology,conservatism
5527,ideology,social conservatism
5527,ideology,economic liberalism
5527,ideology,faroese independence movement
5527,position,centre-right
5524,ideology,social democracy
5524,ideology,danish realm
5524,position,centre-left
6179,ideology,christian democracy
6179,ideology,social conservatism
6179,position,centre-right
6179,position,right-wing
5526,ideology,christian democracy
5526,ideology,social conservatism
5526,ideology,christian right
5526,ideology,regionalism
5526,position,right-wing
5528,ideology,liberalism
5528,ideology,social liberalism
5528,ideology,regionalism
5528,ideology,autonomism (political doctrine)
5528,position,centre
5529,ideology,conservative liberalism
5529,ideology,agrarianism
5529,ideology,nordic agrarian parties
5529,ideology,social liberalism
5529,ideology,danish realm
5529,position,centre-right
5523,ideology,democratic socialism
5523,ideology,left-wing nationalism
5523,ideology,faroese independence movement
5523,ideology,republicanism
5523,ideology,euroscepticism
5523,position,left-wing
5795,ideology,populism
5795,ideology,taylor & francis
5795,ideology,australian national university
5795,ideology,liberalism
5795,ideology,anu press
5795,ideology,neoliberalism
5795,ideology,authoritarianism
5795,ideology,progressivism
5795,ideology,secularism
5795,ideology,multiculturalism
5795,ideology,multiracialism
5795,ideology,ethnic nationalism
5795,ideology,privatization
5795,position,centre
4887,ideology,social democracy
4887,ideology,labour movement
4887,position,centre-left
5893,ideology,christian democracy
5893,ideology,christian right
5893,ideology,fijians
5893,ideology,nationalism
5893,ideology,national conservatism
5893,ideology,social conservatism
5893,position,right-wing
4888,ideology,social democracy
4888,ideology,third way
4888,position,centre-left
5794,ideology,conservatism
5794,ideology,decentralization
5794,ideology,christian right
5794,ideology,nationalism
5794,position,centre-right
5794,position,right-wing
4890,ideology,conservatism
4890,ideology,fijians
4890,ideology,nationalism
4890,position,centre-right
4890,position,right-wing
8746,ideology,multiculturalism
7470,ideology,christian democracy
7470,ideology,anti-corruption
7470,position,centre-right
166,ideology,communism
166,position,far-left
725,ideology,finnish nationalism
725,ideology,ultranationalism
725,ideology,clerical fascism
725,ideology,corporate statism
725,ideology,nazism
1862,ideology,social liberalism
1862,ideology,republicanism
1862,position,centre
1862,position,centre-left
495,ideology,liberal conservatism
495,ideology,pro-europeanism
495,position,centre-right
703,ideology,christian democracy
703,ideology,conservatism
703,ideology,social conservatism
703,position,centre
703,position,centre-right
